"","df_conc","Q_05","Q_25","Q_50","Q_75","Q_95"
"461",126,5.41368683555199e-05,0.000120442899523454,0.000239467462394116,0.000470896279188449,0.00104231864305481
"462",131,4.52144143734956e-05,0.000192374194721623,0.000319427308122178,0.000597371193367974,0.00166786480395081
"463",136,7.66167134007734e-05,0.000184592738166067,0.000303744389428484,0.000497890615178825,0.00142811045665031
"464",141,8.3813444355596e-05,0.000268525901349209,0.000433794352064587,0.00068047686747022,0.00116463108114837
"465",146,7.31562251678197e-05,0.000196347873793218,0.000282462162541297,0.00055056878539142,0.00142208434320209
"466",151,4.75301123842753e-05,0.000181368324273234,0.000301383412467993,0.000517587216132126,0.00115932188704103
"467",156,5.02776115069881e-05,0.000154762126677283,0.000282782335253584,0.000496964199145022,0.00136402921411597
"468",161,6.00446395781551e-05,0.000170050577211894,0.000321418481998237,0.000582976125983764,0.00113678245737145
"469",166,9.88257375476809e-05,0.000211137356990909,0.00035259724189235,0.000682096860529446,0.0019705467960672
"470",171,7.95480188751807e-05,0.000196381559959546,0.000327422149590806,0.000662549440224119,0.00139292930121341
"471",176,6.71278841453959e-05,0.000213767412771543,0.000392672377161007,0.000717351854258225,0.00154362368232921
"472",181,7.63210616516463e-05,0.000221779790251841,0.000391681453768056,0.000657431706762523,0.00162562453184304
"473",186,9.34145136280817e-05,0.000225519383941164,0.000469623310631662,0.000845896599437346,0.00191982116520028
"474",191,5.5765004699937e-05,0.000191086581311728,0.000424395454616922,0.000801358834287641,0.00219781661573946
"475",196,0.000106349165619085,0.000243318155500605,0.000381637657281664,0.000725326983065822,0.00146414789720173
"476",201,5.20620721321086e-05,0.000234249993159102,0.000454523793399608,0.000863084989003587,0.00240591191310014
"477",206,6.60268559437016e-05,0.000198801638959856,0.000416635372004426,0.000681278293356513,0.00184512702549438
"478",211,0.000126851349122964,0.000248293788898318,0.000469870573392039,0.000920765491859848,0.00251551067891407
"479",216,8.89206521858366e-05,0.000203443245509305,0.000367848668605453,0.000722197027647892,0.00212425788771915
"480",221,0.00014942283951494,0.000303548622177602,0.000516998885587983,0.00077783733668671,0.00206069141962127
"481",226,9.04722902480171e-05,0.000293875792066023,0.000487116152345035,0.000871299785558693,0.00176214540704787
"482",231,0.000120831182032682,0.000282141206073033,0.000506000790735817,0.000824710614184154,0.00170429836594929
"483",236,0.000136800852168051,0.000317294737080948,0.000620639222739749,0.000919597463144656,0.00328999651743269
"484",241,0.000100804297258794,0.00030090076489861,0.00054179707726193,0.000986912533558648,0.00299550982621163
"485",246,0.000174606188022342,0.000313961040659311,0.000547702368530689,0.00106660888929502,0.0024707184166488
"486",251,0.000116809395189521,0.000220727024802803,0.000442509799493618,0.000732925639874205,0.00213998734130076
"487",256,8.85958945986365e-05,0.000445857392660148,0.000756471508791712,0.00131670913944668,0.00305372660620975
"488",261,0.000131565654895649,0.000272387926781248,0.000415118382430246,0.000771970270319944,0.00191517586073316
"489",266,0.000132001488453642,0.0003229435017921,0.000553599970272101,0.000936679802959667,0.00188500096873376
"490",271,8.62466879412494e-05,0.000353607782931309,0.000631886493209,0.00112348720819391,0.00279393190806609
"491",276,0.000129379689214931,0.000301739754321295,0.000626126312007869,0.00108490276436066,0.00312809742643485
"492",281,0.000124509577322729,0.000332840504372156,0.000544105336005574,0.00117870189320776,0.00262029075705598
"493",286,0.000156621484989417,0.000408378691128031,0.000720812215917854,0.00126574320596273,0.00325192575157142
"494",291,0.00017013315179093,0.000351104995402834,0.000622146721053762,0.00108357234310041,0.00219923097480263
"495",296,0.000173248048610003,0.000364702666351996,0.000577025323263092,0.00105836139829574,0.00226917949358839
"496",301,0.000139350586134268,0.000362418926986768,0.000628666467233474,0.000970026640846139,0.00212772530864682
"497",306,0.000147536956758615,0.000467886136927165,0.000753916798871213,0.00126442236484042,0.00321414172256351
"498",311,0.000131765305001375,0.000344756135195606,0.000771033019235368,0.001486111794053,0.00464396593191542
"499",316,6.52760252214723e-05,0.000374183959783364,0.000638755618051934,0.00120320701359078,0.00341214392847592
"500",321,0.000132038901451781,0.000338729595162318,0.000657542369529307,0.0015852779775089,0.00450831762865914
"501",326,0.000132040658718136,0.000381588596464533,0.000660308890633232,0.00126086337733505,0.00232458122319015
"502",331,0.000203384737357798,0.000419246328699857,0.000735166758382255,0.00129414375320777,0.00263942885140819
"503",336,0.000143326950102224,0.00036009348590671,0.000659752559119098,0.00150115759581479,0.00362681490475826
"504",341,0.000117740104222613,0.000419935100707036,0.000770801829952039,0.00127759332861915,0.00320077138163434
"505",346,0.000203090586394006,0.000430880377664755,0.000666267103695883,0.00128217318549384,0.00267498972927138
"506",351,0.000217869819297439,0.000378949970267994,0.00055541686286964,0.00130962081219618,0.00215488092607108
"507",356,0.00016739100259513,0.000426755290491521,0.000864561466696001,0.00131512085693281,0.0040200007149631
"508",361,0.00014080177458024,0.000373657173212805,0.000658898765705407,0.00106588911007147,0.00299634138098636
"509",366,0.000155401685016143,0.000446252156995758,0.000667382546674977,0.00144544181286654,0.00340850251581755
"510",371,0.000221466586894786,0.000481847142864117,0.000870388196364813,0.00140666785659321,0.00340382458171962
"511",376,0.000132277851221763,0.000341418014487033,0.000712225331795546,0.00128958300180243,0.00367599511477835
"512",381,0.000181162301976862,0.000395597570127248,0.000865276291276529,0.00161682226704221,0.00324944885606258
"513",386,0.000140864402162427,0.000422021297940084,0.000797577837602592,0.0014080868402945,0.00279943308549624
"514",391,0.00013493851818307,0.000464787351514812,0.000813082225414374,0.00132476315633073,0.00242387249309657
"515",396,0.000136052464009345,0.000390489643115277,0.000714303970516084,0.00138047777558209,0.00404160027782385
"516",401,0.000202281732566861,0.000482583286952359,0.000849683721232786,0.0014546138514871,0.00442495539246438
"517",406,0.000246807881047939,0.000621875922522663,0.00101677175680231,0.00178290509534423,0.00310647540065601
"518",411,0.000144981710519937,0.00039105966756095,0.000737567001413864,0.00140295272369706,0.0042414600292374
"519",416,0.000239511158755629,0.000504078299501248,0.000953224937740749,0.00159538095173006,0.00462817928994787
"520",421,0.000261119933747089,0.000517371321983928,0.0008336411005192,0.00134125978762334,0.00412007831472342
"521",426,0.00014096914591622,0.000446887980616567,0.00079635293266217,0.00142424322505535,0.0032470810951495
"522",431,0.000116803260916004,0.000390548394023027,0.00102311904459007,0.00187805354411849,0.0042008716135949
"523",436,0.000130039824384287,0.00039870026347974,0.00084552895821205,0.00143276705053685,0.00446917134669138
"524",441,0.000257709518615418,0.000497425065723422,0.000777319313169766,0.00160475461601162,0.00452882255484351
"525",446,0.000165323880340423,0.000509624598140579,0.000964530120701967,0.00179280495917458,0.00420142559618241
"526",451,0.000229423284122221,0.000473502214837718,0.000739163330190695,0.00146794038682468,0.00396752570716135
"527",456,0.000256432155332637,0.000575375979698756,0.000892184793132578,0.00169272278805876,0.00356186495894814
"528",461,0.000217754609548498,0.000540132642655539,0.00102708774321636,0.00179436142613787,0.00494188797195905
"529",466,0.00026737787631872,0.000635332625347623,0.00103183965287834,0.00179991585324829,0.00514125146000804
"530",471,0.000255321836090333,0.000516803883515632,0.00114506297752559,0.00229138469188117,0.00433364031012848
"531",476,0.000189596522259089,0.000571438411518438,0.000923364533812254,0.00159988260473407,0.00431729846816807
"532",481,0.000168095063040496,0.000507945745049948,0.000892460285737862,0.00194869687308166,0.00358849755835653
"533",486,0.000219220836798584,0.000619201601347347,0.00119784651735838,0.00228814101013763,0.00671746191566145
"534",491,0.000331375550048296,0.000704899795619024,0.00110875811987626,0.00200285679855669,0.00527609544463194
"535",496,0.000222435143967537,0.000560756450344507,0.00099998606695878,0.00200717167549877,0.00582655537786667
"536",501,0.000213256838142906,0.000607610447555584,0.00110586434086479,0.00193968178211276,0.0050723559312464
"537",506,0.000182083004730588,0.000524740768335225,0.00106417967265798,0.00178696682208659,0.00454364380333476
"538",511,0.000281560435265749,0.000626740684156468,0.00114369374655676,0.00195535252204873,0.00585484175378385
"539",516,0.000219417927080778,0.000548447215069636,0.0011810584047498,0.00229447949743519,0.00475781766519215
"540",521,0.000327913578667027,0.000639646559153328,0.00112968446633543,0.00225194255087219,0.0043020592441407
"541",526,0.000153226494348285,0.000423700694995921,0.000957728936072155,0.00172839803649369,0.00402575768398999
"542",531,0.000280516225668187,0.000637558127479787,0.00110227711344019,0.00187862458366747,0.00394845339140976
"543",536,0.000257459849925223,0.000725319531864554,0.00131677774033123,0.00258945777569353,0.00649135010532662
"544",541,0.000239241021277692,0.00084179028315079,0.00138060629130587,0.00298356706734262,0.00704986424249766
"545",546,0.000170051873666383,0.000611897131807426,0.00103924102506386,0.00214768216771588,0.00558159220849165
"546",551,0.00026148330448923,0.000671114187198091,0.00125139513311262,0.00222291054901938,0.00805279501324354
"547",556,0.000241923969203306,0.000661111039388734,0.00104737591178516,0.00188628109839614,0.00407053567340454
"548",561,0.000259539120049446,0.00059170800057376,0.00110678064549863,0.00194886603411365,0.00556821317802953
"549",566,0.000303350858096246,0.000790015979235226,0.00118583733072691,0.00217066827961523,0.00683666220408126
"550",571,0.000328677170003411,0.000626391128453113,0.0013588035610646,0.00255272720567309,0.00680722737559008
"551",576,0.000378658693484618,0.000737083988086973,0.00114520876343632,0.00216735471553361,0.00445126510794175
"552",581,0.00026185793974155,0.000658148307229878,0.0011331943109682,0.00233547934199077,0.00643701940663127
"553",586,0.000293909363576678,0.000644733424190386,0.00117152017246691,0.00237965050304409,0.00477902519819819
"554",591,0.000224686546879332,0.000655037014856585,0.00127331206202169,0.00248993491649238,0.00608876034453617
"555",596,0.000251557916184852,0.000702505563343503,0.00123732829979878,0.00218160558012048,0.00800648336696745
"556",601,0.000207379573270278,0.000632582182310881,0.00123024767369484,0.00280133068721411,0.00631840726512269
"557",606,0.000329628210358296,0.000679697680911001,0.00144402558516349,0.00249538052475679,0.00634054612558031
"558",611,0.000199454934324306,0.000675419134740535,0.001204381706714,0.00185032079836395,0.00492934617971184
"559",616,0.000209159250750696,0.000706828647131036,0.00113844273070313,0.00209862894263593,0.00536148850133403
"560",621,0.000406507862503819,0.000842886951425037,0.00143607197423457,0.00236957811917801,0.00544848210167694
"561",626,0.00025444371589492,0.00066805156353214,0.00121775188043322,0.00243089606787911,0.00514632541130166
"562",631,0.000359819221537711,0.000744795741883547,0.00120457330726748,0.00233501346898096,0.00539736714025251
"563",636,0.000328557525784262,0.000699652908354081,0.0014132242753368,0.00271741851844001,0.00524749411731291
"564",641,0.000314212135256869,0.00079762512074591,0.00127340235130996,0.00247150943432314,0.00510289246811539
"565",646,0.000281625491717691,0.00079931165966729,0.00129281083177168,0.00184145385038229,0.00467364710639931
"566",651,0.00032986921434594,0.000738901592071628,0.00146638117912906,0.00299661965187639,0.00475386880757261
"567",656,0.000345650344081028,0.000752053605417219,0.00126925843635328,0.0029740633301524,0.00739782134652773
"568",661,0.000430244016127385,0.00102415276195628,0.00178017173095174,0.00275594184938496,0.00645100107354145
"569",666,0.000353464379868335,0.000827817108220774,0.00144272174862858,0.00243052831321011,0.00616017877036041
"570",671,0.00029997598467858,0.000674693235673041,0.00133252777720355,0.00214489593094269,0.00729833589713281
"571",676,0.000216601131819272,0.000715045456634339,0.00122576970869104,0.0021331785041947,0.00653734514404713
"572",681,0.00025618696763165,0.000645590655799028,0.00120460307588771,0.00218458700777122,0.00661371584018854
"573",686,0.000240826666458671,0.000713677495526088,0.00136230835649243,0.00247002022355872,0.00595752074125893
"574",691,0.000269160165379129,0.000538794369982137,0.00131287783568557,0.00225861174058289,0.00517605431531116
"575",696,0.000263516888187271,0.000630719337412683,0.00139198757881187,0.00258453399116954,0.00680865607507072
"576",701,0.000308974063227013,0.000743960642426544,0.00166676445826291,0.00281858593746687,0.00670861348578719
"577",706,0.000231983699431165,0.000867873436103117,0.00153400491511385,0.00253065776772735,0.0061258532167467
"578",711,0.000389436391235748,0.000869339886608395,0.00150987802785058,0.00293980044532469,0.00902829169959363
"579",716,0.000347762010710673,0.000836749221640232,0.00144354803009356,0.00309968522892007,0.00818716342457821
"580",721,0.000521273854451582,0.000843546202843826,0.00178234089487594,0.00288586943233848,0.00636879057590348
"581",726,0.000368321838333235,0.000848423125475256,0.00154012847448554,0.00310453638541305,0.00724166084340331
"582",731,0.000310425206112219,0.000795660494353034,0.00153048640806519,0.00317190974686854,0.00741043601690789
"583",736,0.000322368182549199,0.000891135689068012,0.00153130731846085,0.00308012272214833,0.00738820835274287
"584",741,0.000382392610920806,0.000808764088801178,0.00158265837327359,0.00318508147265484,0.009005262864358
"585",746,0.000277291397787932,0.000761724128698515,0.00155431330948813,0.00249674710350908,0.00685110085493746
"586",751,0.000271997911761035,0.000757981232380966,0.00142385958445695,0.00230393738960152,0.00806917623278627
"587",756,0.000297702749626416,0.000849613566005797,0.00131189894627154,0.00288143778666813,0.00907615560829925
"588",761,0.000365188875759337,0.000972935636175593,0.00163926308280049,0.00331414813947328,0.0059557397291659
"589",766,0.0002933686168403,0.000872391819793594,0.00167285291201347,0.00324034781787524,0.00799553547674108
"590",771,0.000570349258364428,0.000972726273052033,0.00151136807979074,0.00388742866152103,0.00860488016608281
"591",776,0.000511061497107623,0.00113874543765277,0.00181274843159446,0.00327073279299414,0.00688755772016275
"592",781,0.000383451458472178,0.000970661538928802,0.00176183015142906,0.00351356717494397,0.0064834720658522
"593",786,0.000206600186599232,0.000692806420396735,0.00186179550429105,0.00359718366607742,0.00598090114731611
"594",791,0.000403421753748834,0.00106096488253077,0.00209418929984723,0.00377088766499134,0.00777551262873618
"595",796,0.000323783175372866,0.000789879757102374,0.00150902611108905,0.00301598285700766,0.00607373285833718
"596",801,0.000280674098456468,0.000921615038598778,0.00168961928785644,0.00283097762993068,0.00588603830506315
"597",806,0.000358146336619175,0.000921244123300413,0.00152507340120267,0.00274016818559961,0.00873648848575513
"598",811,0.000348282247051362,0.000828504326554097,0.00137468399119867,0.00280244440673377,0.00614786911275707
"599",816,0.000276645306529461,0.0010715141552925,0.00185734624961353,0.00341754013665682,0.00643878541884758
"600",821,0.000583703092317667,0.00113844778346261,0.00179339256957572,0.0028010008217467,0.00911649821529493
"601",826,0.000215681846103732,0.000938096392673698,0.00197052021381827,0.00332000685353798,0.0066194874230097
"602",831,0.000458754226366664,0.00110322638368812,0.00149606841014421,0.00314960323626409,0.00799310649011025
"603",836,0.000400162043400198,0.000931852995112614,0.00169998730179727,0.00322242019402533,0.00689940248909588
"604",841,0.000366716691194285,0.000840392502961029,0.00154897754595501,0.00280542604132802,0.00828742350977633
"605",846,0.000383552154179395,0.00103798271668948,0.00182481571460535,0.0028368290997737,0.00853922168100474
"606",851,0.000452015964142255,0.000741191753837273,0.00139105065570588,0.00274296942215899,0.00914310600895489
"607",856,0.000434869989695075,0.000890605103141512,0.00148401523584851,0.00269493044432062,0.00614483017072571
"608",861,0.000358373265099227,0.00094068463462596,0.00183552666271841,0.00342060082177595,0.00925804594339433
"609",866,0.000515458396852297,0.00107731158441479,0.00178498188643872,0.00433761866046725,0.0113624281770524
"610",871,0.000426991377042302,0.00106171077043044,0.00201561874417644,0.00365502714787655,0.0066052297934619
"611",876,0.000232285926993608,0.000740004809007572,0.0013629815970036,0.00269383083864569,0.00625270797803926
"612",881,0.000434374517104313,0.000926497515339492,0.00150025459538983,0.00261646524664644,0.00912618858547024
"613",886,0.000458585089628222,0.000997127455098529,0.00175156223605305,0.00318054098765869,0.00747762973847663
"614",891,0.000249201053678849,0.00126766107642046,0.00224992135309066,0.00371493581299001,0.00764346641761971
"615",896,0.000463072358446309,0.00120346150196518,0.00233900198393472,0.0042706678027542,0.00944362144284909
"616",901,0.000487009732074101,0.000963455885788528,0.00164869565331999,0.00306246087357462,0.0078182486663122
"617",906,0.000511181601282978,0.000930874324012509,0.00202278196856115,0.00420858012588618,0.0108068903158448
"618",911,0.000339347183025712,0.00114466668178928,0.00183031776773057,0.00404917540486521,0.00928341616123314
"619",916,0.000384674193910201,0.00113122992815096,0.00220861404271905,0.00371349638321786,0.00851433166413666
"620",921,0.000296141874530714,0.00106377359337623,0.00154827047238404,0.00303869422599698,0.00636874594047794
"621",926,0.000512742910132818,0.00130368231823039,0.00201969441866257,0.00413943796353713,0.0102679381252048
"622",931,0.000344380645837516,0.000989665705721204,0.00189288782415947,0.00347712176128195,0.0114713711995588
"623",936,0.000471311178323291,0.00133928088491822,0.0023198656690156,0.00393666236795731,0.00862039681653416
"624",941,0.000337488621225773,0.00100144876323538,0.00205027823833887,0.00366278857408248,0.00757731972643742
"625",946,0.00029085314547963,0.00103256583628583,0.00214481659174132,0.00394999136391722,0.00870684367926555
"626",951,0.000691314560132272,0.00133653249454729,0.00221908248241109,0.00379629203394952,0.00660826716393304
"627",956,0.000527131449030949,0.00127584723604893,0.00242602298657624,0.00473427748407779,0.0144728040585466
"628",961,0.000638717817178752,0.00117202862592278,0.00216896855610815,0.00346237191746898,0.00601898163637964
"629",966,0.000518031753335979,0.00104001983731367,0.00181250787143439,0.00338036227555638,0.00788626682918019
"630",971,0.000510157801635564,0.0012790764267506,0.0023361711314992,0.00409567928364812,0.00931475951882465
"631",976,0.000536649992190758,0.00105513548943451,0.00220393076535397,0.00351608649923607,0.00741295663952693
"632",981,0.000573099586875897,0.00107615972634556,0.00208373404723217,0.00368367057879276,0.00789813525747938
"633",986,0.000472372870621846,0.00132995009879985,0.00196912616954925,0.00380755862201435,0.00941020796630865
"634",991,0.000372837586438629,0.0012182179848152,0.00228380824990143,0.00355153940561695,0.00644990332464958
"635",996,0.000582987805399993,0.00129968331563304,0.0022694339592722,0.00355138721425452,0.00842576159250014
"636",1000,0.000529068182075088,0.00117669578212962,0.0023299054449874,0.00438880230943539,0.00908124501005588
"637",1050,0.000265325250281873,0.00121126096705823,0.00256078055512121,0.00380648019714144,0.0114371401155022
"638",1100,0.000410013532327508,0.00133842133396964,0.00253922751239499,0.00471904795666475,0.00994120625645371
"639",1150,0.000632396789309503,0.0015591856971934,0.0028251138840249,0.00508024744936802,0.0117714291220785
"640",1200,0.000700471948458054,0.00164425540917323,0.00256051191416662,0.00488429729177881,0.0137749172012863
"641",1250,0.000565764267572277,0.00102335034544743,0.0022164531622334,0.00478338718874627,0.0149210859087926
"642",1300,0.00047916422948775,0.00136950141979439,0.00228026501820394,0.00444482242394795,0.010183178164816
"643",1350,0.000615169435599666,0.00139025366854931,0.00295149582025217,0.00592865688704752,0.0119758743347306
"644",1400,0.000915662420881697,0.00174679344643441,0.00310219852594235,0.00549657787787713,0.0126315729335983
"645",1450,0.000667123902877687,0.00153763269413312,0.00342157360391798,0.00735819338405724,0.0145884405380331
"646",1500,0.000562607055496078,0.00188148266945501,0.00375192752995923,0.00667895730301668,0.0155512787366477
"647",1550,0.000672916346099067,0.00180475746972542,0.00321272290750607,0.0061280902319549,0.0129232342540979
"648",1600,0.000706587481751336,0.0018007064842416,0.00303515101372637,0.00550664030622822,0.0153610884201311
"649",1650,0.000960148880835759,0.00193543613166122,0.00389753494867162,0.00730099554621697,0.0139936107345683
"650",1700,0.000715233709582219,0.00187726680895595,0.00361892713029144,0.00752141128614417,0.0193958473411425
"651",1750,0.000894827596160197,0.00214757194229559,0.00406561399214794,0.0067647081333635,0.0163197749083135
"652",1800,0.00105511233527493,0.00245952632882906,0.00402528659391221,0.00705735406252753,0.0170558567930993
"653",1850,0.000981632365242602,0.00211365023651017,0.0043072036774543,0.00724446290477887,0.0189679398053359
"654",1900,0.000720108248257961,0.00231008825305626,0.00432086725475411,0.00651168830421947,0.0124251086114466
"655",1950,0.000764264646880697,0.00216527358283758,0.00359805250815926,0.00655218819787651,0.0127133530972405
"656",2000,0.00107331461830843,0.00236152571523596,0.00407862028320377,0.00666267565971762,0.0153135934175231
"657",2050,0.00115237268532853,0.00233023472031996,0.00360520070290199,0.00649021655960141,0.0120373789077371
"658",2100,0.00164457853998925,0.00295817198284626,0.00493836974972939,0.00686781198400296,0.016908089907079
"659",2150,0.000731603702526179,0.00260923734615365,0.00431500192508311,0.0106049626219686,0.0323089522814403
"660",2200,0.00123095892063738,0.0028593800205847,0.00493614891970101,0.00837882263192963,0.0222335659491025
"661",2250,0.00102405810122881,0.00288936065943163,0.00458451969710022,0.00853845746767995,0.0226084524471573
"662",2300,0.00111385454629979,0.00272667626151663,0.00431328720939916,0.00815986357480017,0.0172210245725515
"663",2350,0.00130587584823573,0.00254355437551745,0.00492719915473716,0.00894334993636972,0.023078896969527
"664",2400,0.00134092376388017,0.00302928126838786,0.00493822225651874,0.00843804663869849,0.027116400801076
"665",2450,0.000939940035776016,0.00279932662097981,0.00530443143287501,0.0095209023013226,0.0256295775380425
"666",2500,0.0012162639219027,0.0028846487970505,0.00537549241637225,0.0109044758434025,0.0258785278692798
"667",2550,0.00111367037858779,0.00207416214765913,0.00499554013398434,0.00909171167671965,0.0206686961053114
"668",2600,0.00119798785289441,0.00293865785895975,0.00503895949812472,0.00952422099504116,0.0208165250403823
"669",2650,0.00134326470771255,0.00332735705940468,0.00501158673213653,0.00870721590886614,0.020876387507303
"670",2700,0.00124626338369815,0.00307449528584944,0.00529145691741439,0.00990790416817178,0.0196467625081525
"671",2750,0.00121033330400355,0.00310380532010912,0.00513245364727288,0.00942823661115438,0.0252872260502821
"672",2800,0.00132310885108941,0.00348097211810253,0.00561678392385551,0.0106562441068851,0.0431335940287979
"673",2850,0.00121518853196134,0.00315344651332081,0.00530620414067534,0.0101267633900582,0.0231081841847325
"674",2900,0.00115226528884714,0.00317378954758682,0.00521981295677221,0.00971552155148758,0.0291959289432394
"675",2950,0.00114384687721317,0.00338443451682244,0.00739017693459437,0.0127100564584611,0.0426579989867427
"676",3000,0.00128414345489963,0.00347618089891036,0.0057374431992141,0.0102031678970227,0.0199364561870791
"677",3050,0.00160662232969203,0.00258774738183995,0.00498628464114981,0.00884388918192164,0.0251625719140663
"678",3100,0.0014525193281449,0.00372247233151216,0.00600184517233754,0.00933624570810601,0.0281657488873047
"679",3150,0.00115030798160014,0.00348639317544208,0.00628064077442836,0.0117419534410383,0.0285047001421794
"680",3200,0.0010074671401207,0.00388664357517979,0.00779301008138716,0.0158868456528025,0.027542477002505
"681",3250,0.00117769156779304,0.00387328406580423,0.00623687240231857,0.00979493965234532,0.0365486580959231
"682",3300,0.00222593926133265,0.00404700793177148,0.0076715770846581,0.0130196024325152,0.0290314513482228
"683",3350,0.00216585653412992,0.00518274628349907,0.00896401604237973,0.0137595806953712,0.039154749215121
"684",3400,0.00136190412133308,0.00450768998138218,0.00840945531461174,0.013522754655974,0.0276931107769841
"685",3450,0.00164275271947114,0.00396298045276261,0.00661340988109099,0.0139623895716696,0.0370384228934833
"686",3500,0.00115774263602319,0.00448571995166799,0.00894950282910362,0.0161413477044004,0.040433244706037
"687",3550,0.00143573693223953,0.00388668020991892,0.0075364745554749,0.0147078770364291,0.0423729170863085
"688",3600,0.0010347061223486,0.00392369837239606,0.00743229524135613,0.0132951347756968,0.0343485624398307
"689",3650,0.00172249873993633,0.00418706278156622,0.00881980478002792,0.0159443859048882,0.0380393079885199
"690",3700,0.00186639604840803,0.00463645498515133,0.00864718932405711,0.0137071010270226,0.0284277141138932
"691",3750,0.00169070643439533,0.00414748065777684,0.00818035615698354,0.0137739671117748,0.0329297957626197
"692",3800,0.00130513457213678,0.00394944081048754,0.00784004620248779,0.0146211850950181,0.0340613956439994
"693",3850,0.000865554716594491,0.00380695680770304,0.00725283581333691,0.0145210533880265,0.0312209228822854
"694",3900,0.00185005088519237,0.00483859431100006,0.00998550571985335,0.0199373620331012,0.0371591714166388
"695",3950,0.00217798084699771,0.00527597092456,0.0079434243004457,0.0136023432095686,0.0249900628066978
"696",4000,0.00170955634352995,0.00450758799376408,0.00856365028873352,0.0154271008831223,0.0361354632267232
"697",4050,0.00172823163211954,0.00412512588557393,0.00737678033188827,0.0150445495553965,0.0311504779139192
"698",4100,0.00140777498603378,0.00406817137771917,0.00675956685769935,0.0133582638781148,0.0309679258102598
"699",4150,0.0020544038564805,0.00528263523158423,0.00912159448726924,0.0164346345841623,0.033208766118762
"700",4200,0.00150103279654496,0.00422672990982004,0.00748311069778668,0.0126162013443238,0.0402223644839727
"701",4250,0.00217936085910776,0.00545530909520955,0.00901045352544794,0.0147688799701583,0.0406781667014883
"702",4300,0.00269871290937097,0.00624679221162702,0.00971381231181179,0.0167278323039092,0.039190029936163
"703",4350,0.00179118707997943,0.00495213287010857,0.00694374633308625,0.0134127945862038,0.03910897544164
"704",4400,0.0018025161658797,0.00420330798325838,0.00719264380715645,0.0169835244986343,0.0464330794824582
"705",4450,0.00192879313705444,0.00574777602184645,0.00942947559735474,0.0179701118765474,0.036018556595621
"706",4500,0.00198656960974627,0.00516811606334677,0.00908458194416162,0.0149453659246233,0.046885105337235
"707",4550,0.00228749313185945,0.00526523976261659,0.00908798150414675,0.0159617576810883,0.0455692658577693
"708",4600,0.00199597684686196,0.00610151147520169,0.00887438468328899,0.0179843896963894,0.0423576911748802
"709",4650,0.00228087601580053,0.00563863038074416,0.0102728557696004,0.0172266992555495,0.0381700094219525
"710",4700,0.00215035294454639,0.00459746807818179,0.0083630064375167,0.0150588961124185,0.0380000439353546
"711",4750,0.00270240165463402,0.00503861715427215,0.00937255010673821,0.0203142151247097,0.0407581659892462
"712",4800,0.00163077463104148,0.00485284149268,0.0080732633174565,0.014610024934208,0.0372570256949352
"713",4850,0.00154576049551634,0.00676767957241309,0.0118989358117964,0.0202950998693448,0.0503233680070864
"714",4900,0.00206473286506437,0.00543223735886186,0.0116079329665167,0.0240116681307762,0.0509632737270509
"715",4950,0.00218388322184868,0.00508523376095588,0.00915875205980338,0.0169206876792214,0.0472774938721144
"716",5000,0.00243136410379347,0.00530573360748079,0.00945215821426115,0.01660204868746,0.0351122963889275
"717",5050,0.00174674884953732,0.00564896096881659,0.0107766568309864,0.0189741562147641,0.0408752738093374
"718",5100,0.0025461975509159,0.00581930863326377,0.0106174775862565,0.0179569572835549,0.0486197691873834
"719",5150,0.00300668782184313,0.00585968914423246,0.0112562864525268,0.0200043772622428,0.0478888539951759
"720",5200,0.00250546300119465,0.00661013151832857,0.0120195336815376,0.0221828021550396,0.0544114503779216
"721",5250,0.00243276262181092,0.00655329461210821,0.0132688088975658,0.0231495046835169,0.0441077689840462
"722",5300,0.00190475578118067,0.00493740476046006,0.0104460352765512,0.0207040877738201,0.0643255849175414
"723",5350,0.00375546995856252,0.00786387675800271,0.0121197552062511,0.0250459531135904,0.0630051597079193
"724",5400,0.00354472137668401,0.00639599828793894,0.010909028231994,0.0179381427478714,0.0552866034442988
"725",5450,0.00251130186390481,0.00616419518098696,0.0112614787178848,0.0190080532783637,0.0391246119086685
"726",5500,0.00243782160817274,0.00666194743330309,0.0121825754185497,0.0235591822386487,0.0472582815885618
"727",5550,0.00380156099769336,0.00667915203901076,0.0141039010961137,0.0279112233630991,0.0547393509057735
"728",5600,0.001249888036769,0.00562717404967969,0.0121394451859958,0.0248095887572138,0.0478168180650508
"729",5650,0.00296249223964786,0.00674280459887538,0.0111610326085751,0.0235303790231887,0.0590341099724096
"730",5700,0.00376604643338406,0.00766901927787697,0.0114298710388682,0.0248849207782339,0.0639712865505381
"731",5750,0.00294678713897617,0.00617527022567624,0.00943017947626384,0.0202877702365568,0.047418912335732
"732",5800,0.00217388311680997,0.00642378285826636,0.0124193883974214,0.0217009641943267,0.0533321802787481
"733",5850,0.00307629408884462,0.0068879462139835,0.0114649495803271,0.0184688502024494,0.0468682574632208
"734",5900,0.00334016125657568,0.00578679576934313,0.011206615159002,0.018337508056602,0.0517825016156074
"735",5950,0.00207337580029666,0.00659211232409393,0.0122290626403261,0.0220676546160198,0.0707610290653021
"736",6000,0.00204871542979679,0.00684077240514044,0.0142965196751371,0.0250939226335497,0.0550397845898453
"737",6050,0.0020260806013377,0.00675832523428505,0.0127868769857071,0.0247479302946143,0.0699508597124639
